Województwo,"Rodzaj produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt","Nazwa produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt",Data wpisu na lpt
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Wino z czarnej porzeczki (black currant wine),2006-10-02
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa wiejska kruszewska,2006-10-09
wielkopolskie,Mięso świeże oraz produkty mięsne,Salceson wiejski kruszewski,2006-11-10
wielkopolskie,Mięso świeże oraz produkty mięsne,Wątrobianka wiejska kruszewska,2006-11-10
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Piwo czarne,2006-11-10
wielkopolskie,Wyroby piekarnicze i cukiernicze,Poznański pumpernikel Adama,2006-12-29
wielkopolskie,Mięso świeże oraz produkty mięsne,Udziec pieczony ze świni złotnickiej białej,2007-01-15
wielkopolskie,Miody ,Miód witosławski,2007-02-19
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Marynata z korbola,2007-03-01
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Szabel w zalewie,2007-03-21
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Wielkopolskie kompoty,2007-03-21
wielkopolskie,Mięso świeże oraz produkty mięsne,Jagnięcina z owcy rasy wielkopolskiej,2007-03-29
wielkopolskie,Mięso świeże oraz produkty mięsne,Wędzonka krotoszyńska,2007-04-27
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa biała parzona wielkopolska,2007-04-27
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa polska wędzona,2007-05-08
wielkopolskie,Gotowe dania i potrawy,Szare kluski,2007-05-11
wielkopolskie,Sery i inne produkty mleczne,Gzik wielkopolski,2007-05-11
wielkopolskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło wielkopolskie,2007-07-16
wielkopolskie,Mięso świeże oraz produkty mięsne,Szynka tylna gotowana sznurowana,2007-10-18
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbaski rawickie,2007-11-14
wielkopolskie,"Oleje i tłuszcze (masło, margaryna itp.)",Olej rzepakowy wielkopolski,2007-12-04
wielkopolskie,Wyroby piekarnicze i cukiernicze,Chleb z Komorowa,2007-12-20
wielkopolskie,"Oleje i tłuszcze (masło, margaryna itp.)",Olej z pestek dyni wielkopolski,2008-01-22
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Wielkopolskie jabłkowe soki tłoczone na zimno z dodatkami innych owoców,2008-02-05
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Napój z hyćki (hyczki) - kwiatu czarnego bzu,2008-02-26
wielkopolskie,Sery i inne produkty mleczne,Ser liliput wielkopolski,2008-07-14
wielkopolskie,Mięso świeże oraz produkty mięsne,Leberka wielkopolska,2008-10-30
wielkopolskie,Gotowe dania i potrawy,Kaczka pieczona po wielkopolsku,2008-11-20
wielkopolskie,Mięso świeże oraz produkty mięsne,Bułczanka grodziska,2008-11-20
wielkopolskie,Gotowe dania i potrawy,Golonka po wielkopolsku,2008-12-01
wielkopolskie,Gotowe dania i potrawy,"Czernina (czarnina, czarna zalewajka)",2008-12-01
wielkopolskie,Gotowe dania i potrawy,Zrazy zawijane po wielkopolsku,2008-12-01
wielkopolskie,Mięso świeże oraz produkty mięsne,Kaszanka rychtalska,2009-01-15
wielkopolskie,Mięso świeże oraz produkty mięsne,Salceson ozorowy grodziski,2009-01-27
wielkopolskie,Mięso świeże oraz produkty mięsne,Pasztetowa grodziska,2009-02-23
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa grodziska,2009-03-16
wielkopolskie,Wyroby piekarnicze i cukiernicze,Chleb cygański,2009-03-24
wielkopolskie,Gotowe dania i potrawy,Gęś owsiana ostrzeszowska,2009-04-21
wielkopolskie,Mięso świeże oraz produkty mięsne,Salceson biały z Wielkopolski,2009-04-21
wielkopolskie,Mięso świeże oraz produkty mięsne,Salceson czarny z Wielkopolski,2009-04-21
wielkopolskie,"Oleje i tłuszcze (masło, margaryna itp.)",Wielkopolski olej lniany tłoczony na zimno,2009-05-11
wielkopolskie,Gotowe dania i potrawy,"Galart (zimne nóżki, studzienina)",2009-10-05
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Benedyktynka,2009-10-05
wielkopolskie,Gotowe dania i potrawy,Żur na kiełbasie,2009-11-17
wielkopolskie,Gotowe dania i potrawy,Parzybroda,2009-11-17
wielkopolskie,Gotowe dania i potrawy,Bigos wielkopolski,2009-12-17
wielkopolskie,Gotowe dania i potrawy,Ślepe ryby,2009-12-17
wielkopolskie,Gotowe dania i potrawy,"Plyndze (plendze, plindze, placki kartoflane)",2009-12-17
wielkopolskie,Gotowe dania i potrawy,Wielkopolski rosół z kury,2010-01-18
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa swojska nadnotecka,2010-01-18
wielkopolskie,Mięso świeże oraz produkty mięsne,Wielkopolska pieczeń z dzika,2010-01-18
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Szparag kiszony pakosławski,2010-01-18
wielkopolskie,Gotowe dania i potrawy,Barszcz czerwony czysty na wywarze grzybowym,2010-02-01
wielkopolskie,Mięso świeże oraz produkty mięsne,Szynka wielkopolska dojrzewająca wędzona,2010-05-17
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Wielkopolska nalewka z wiśni sokówki,2010-06-07
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Wielkopolski dżem z wiśni sokówki,2010-06-07
wielkopolskie,Gotowe dania i potrawy,Rumpuć (Ajntopf),2010-08-02
wielkopolskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło ze Strzałkowa,2010-08-12
wielkopolskie,Sery i inne produkty mleczne,Serek śmietankowy wielkopolski,2010-08-12
wielkopolskie,Mięso świeże oraz produkty mięsne,Szynka staropolska,2010-09-15
wielkopolskie,Mięso świeże oraz produkty mięsne,Polędwica staropolska,2010-09-15
wielkopolskie,Gotowe dania i potrawy,Pieczeń z jeleniowatych w warzywach po wielkopolsku,2010-10-08
wielkopolskie,Sery i inne produkty mleczne,Twaróg tradycyjny,2010-12-01
wielkopolskie,Mięso świeże oraz produkty mięsne,Szynka swojska wędzona,2011-06-08
wielkopolskie,Mięso świeże oraz produkty mięsne,Szynka olchowa wielkopolska,2011-06-08
wielkopolskie,Mięso świeże oraz produkty mięsne,Kiełbasa chłopska suszona,2011-06-08
wielkopolskie,Gotowe dania i potrawy,Karp smażony z sosem szarym,2013-04-11
wielkopolskie,Gotowe dania i potrawy,Bambrzok (bambrzak),2013-06-03
wielkopolskie,Napoje (alkoholowe i bezalkoholowe),Piwo z Bojanowa,2013-12-19
wielkopolskie,"Produkty rybołówstwa, w tym ryby",Sielawa wędzona z Jeziora Powidzkiego,2014-07-02
wielkopolskie,Miody ,Miody z Kopaszewa,2016-01-19
wielkopolskie,Gotowe dania i potrawy,Szlachetna poleweczka z ziemi turkowskiej,2016-02-12
wielkopolskie,Wyroby piekarnicze i cukiernicze,Piernik z Krzywinia - figurka Św. Mikołaja,2018-01-23
wielkopolskie,Gotowe dania i potrawy,Podczos,2019-10-25
wielkopolskie,Gotowe dania i potrawy,Pyrczok,2019-10-25
wielkopolskie,Gotowe dania i potrawy,Barszcz biały na króliku po tokarsku,2019-10-25
wielkopolskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłka wielkopolskie,2020-03-05
wielkopolskie,Gotowe dania i potrawy,Boszcz z chrzanem z Chrząblic,2020-03-10
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ogórek kołobrzeski,2006-05-24
zachodniopomorskie,Miody,Miód drahimski,2006-06-01
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka ze śliwek z Dębiny,2006-10-31
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Wino ze śliwek,2006-10-31
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Kapusta kiszona z beczki,2008-04-02
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jeziorowy ogórek kiszony,2008-05-07
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Chleb razowy koprzywieński,2008-07-01
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Miód pitny trójniak,2008-08-29
zachodniopomorskie,Gotowe dania i potrawy,Pasztecik szczeciński,2010-12-13
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Paprykarz szczeciński,2010-12-13
zachodniopomorskie,Inne produkty,Grzyby marynowane z szyszką,2011-06-08
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura szczecińska z owoców róży,2011-07-28
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Pierniki szczecińskie,2011-07-28
zachodniopomorskie,Gotowe dania i potrawy,Kiszka szwedzka,2012-03-06
zachodniopomorskie,Miody,Miody przelewickie,2012-03-06
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Chleb wiejski wojenny,2012-07-27
zachodniopomorskie,Miody,Miody wałeckie,2013-02-22
zachodniopomorskie,Miody,Akacjowy miód cedyński,2013-02-22
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Sielawa wędzona z Pojezierza Drawskiego,2013-07-02
zachodniopomorskie,Miody,Miody z Lasu Świętej Marii,2013-07-29
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura szczecińska z zielonych pomidorów,2013-07-29
zachodniopomorskie,Miody,Miody Puszczy Barlinieckiej,2013-09-05
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Sieja miedwieńska (sieja miedwiańska),2013-09-05
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Chleb gwdowski,2013-09-05
zachodniopomorskie,Miody,Miody Pojezierza Choszczeńskiego,2013-10-30
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ziemniak wyszoborski,2014-03-28
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Choszczeńska strucla z makiem,2014-04-29
zachodniopomorskie,Mięso świeże oraz produkty mięsne,Pasztet z gęsi,2014-06-17
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Miedwieńskie (miedwiańskie) ryby wędzone,2014-10-07
zachodniopomorskie,Mięso świeże oraz produkty mięsne,Szynka świdwińska,2015-02-02
zachodniopomorskie,Mięso świeże oraz produkty mięsne,Kiełbasa krucha domowa,2015-02-02
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Śledzie po szczecińsku,2015-03-02
zachodniopomorskie,Gotowe dania i potrawy,Hołubcie bielkowskie,2015-07-08
zachodniopomorskie,"Produkty rybołówstwa, w tym ryby",Śledzik kołobrzeski,2015-08-26
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Chleb szczeciński,2015-08-26
zachodniopomorskie,Miody,Miody dębickie,2016-01-19
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Krówka szczecinecka,2016-01-19
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Trójniak woliński leśny,2016-05-11
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Paszteciki gwdowskie,2016-09-06
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Lipiańskie piwo Zaczynaj,2017-03-17
zachodniopomorskie,Gotowe dania i potrawy,Bełczańskie zupy piwne,2017-05-08
zachodniopomorskie,Sery i inne produkty mleczne,Ser bałtycki,2017-08-11
zachodniopomorskie,Miody,Miody rusinowskie,2017-09-27
zachodniopomorskie,"Oleje i tłuszcze (masło, margaryna itp.) ",Masło ostrowieckie,2017-09-27
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Jabłuszka w koszulkach,2017-09-27
zachodniopomorskie,Mięso świeże oraz produkty mięsne,Wędzony udziec wieprzowy z Przelewic ,2018-02-08
zachodniopomorskie,Wyroby piekarnicze i cukiernicze,Serca kaziukowe/kaziukowe serducha,2018-02-08
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Miód pitny trójniak cedyński,2018-02-27
zachodniopomorskie,Miody,Miody ze Wzgórz Świeszewskich,2018-05-30
zachodniopomorskie,Miody,Miody Pojezierza Drawskiego,2018-08-27
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Piwo szczecińskie,2018-08-27
zachodniopomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Powidła radziszewskie,2018-08-27
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Miód pitny trójnak Czcibror,2018-11-16
zachodniopomorskie,Napoje (alkoholowe i bezalkoholowe),Zakwas buraczany z Dębna,2019-09-10
zachodniopomorskie,Miody,Miody leśne z Tuczna Drugiego,2020-02-12
zachodniopomorskie,Gotowe dania i potrawy,"Zupa ""nic"" ",2020-12-22
zachodniopomorskie,Gotowe dania i potrawy,Zalewajka z Rogowa,2023-02-22
