Województwo,"Rodzaj produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt","Nazwa produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt",Data wpisu na lpt
pomorskie,"Produkty rybołówstwa, w tym ryby",Klopsy rybne w zalewie octowej,2011-08-25 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Kotlety kaszubskie,2011-08-25 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Sielawa wędzona (morënka),2011-08-25 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Szczupak z Jezior Raduńskich,2011-08-25 00:00:00
pomorskie,Gotowe dania i potrawy,Sos zimny żuławski,2011-12-30 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Bitki dominikańskie,2012-01-17 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Brëjka – kawa po kaszubsku,2012-01-17 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Sałatka śledziowa po kaszubsku,2012-01-17 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Tort gdański,2012-01-17 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Wafle gdańskie,2012-01-17 00:00:00
pomorskie,Gotowe dania i potrawy,Zupa z pasternaka,2012-07-27 00:00:00
pomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłko czernińskie,2012-07-27 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Chleb z Pirsna,2013-01-11 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Piwo pomorskie,2013-03-11 00:00:00
pomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Żurawina z Kaszub ucierana na surowo,2014-03-28 00:00:00
pomorskie,Gotowe dania i potrawy,Parzybroda/kapuśniak ze swieżej kapusty po borowiacku,2014-04-29 00:00:00
pomorskie,Gotowe dania i potrawy,Zacierka z mątewki/zacierka z koziełka,2014-04-29 00:00:00
pomorskie,"Oleje i tłuszcze (masło, margaryna itp.)",Smalec z gęsi pomorskiej,2014-04-29 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Rolmopsy ze śledzia bałtyckiego w zalewie słodko-kwaśnej,2014-04-29 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Pasztet z dorsza (pasztet z pomuchla),2014-04-29 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Śledź bałtycki po rybacku,2014-04-29 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Kaczka z jabłkami z Borów Tucholskich,2014-05-15 00:00:00
pomorskie,Gotowe dania i potrawy,Kociewska zupa szczawiowa,2014-06-06 00:00:00
pomorskie,Gotowe dania i potrawy,Psiocha z Dolnego Powiśla,2014-06-06 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Bómbómy z dekla,2014-06-06 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Pieczeń boczkowa z Marzęcina,2014-07-02 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Bałabuchy marzęcińskie,2014-07-02 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Kiełbasa kaszubska jałówiecka,2014-07-15 00:00:00
pomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Gruszka gdańczonka w occie,2014-07-15 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Amoniaczki - ciasteczka na niedzielę,2014-08-22 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Sznëka z glancã (drożdżówka z lukrem),2014-08-22 00:00:00
pomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Galaretka porzeczkowa (galaretka ze świętojonki),2014-08-28 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Pùlwerkùch / deszny kùch (ciasto proszkowe) ,2014-08-28 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Kaszubskie orzechy z marchwi,2014-10-27 00:00:00
pomorskie,Gotowe dania i potrawy,Żur z Kaszub,2014-12-09 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Ryba na kwaśno,2014-12-09 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,"Karbonada (karbónadel, karmonadel)  ",2015-01-26 00:00:00
pomorskie,"Oleje i tłuszcze (masło, margaryna itp.)",Smalec ze skwarkami (smôłt ze szpérkama),2015-03-02 00:00:00
pomorskie,Inne produkty ,Ocet z powiślańskiej śliwki,2015-04-20 00:00:00
pomorskie,Gotowe dania i potrawy,Golonka po pomorsku,2015-05-18 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Szynka z kołnierzykiem ,2015-05-18 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Kiełbasa choczewska,2015-05-20 00:00:00
pomorskie,Mięso świeże oraz produkty mięsne,Kaszubska kiełbasa słoikowa,2015-05-20 00:00:00
pomorskie,Inne produkty ,Syrop z pędów sosny,2015-07-03 00:00:00
pomorskie,Gotowe dania i potrawy,Golce kociewskie z mięsem,2015-07-08 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka malinówka z malin leśnych ze Wzgórz Szymbarskich,2015-07-08 00:00:00
pomorskie,Gotowe dania i potrawy,Zupa z zielonych gąsek z Borów Tucholskich,2015-07-15 00:00:00
pomorskie,Gotowe dania i potrawy,Pierogi dębnickie z jagnięcymi podrobami,2015-07-15 00:00:00
pomorskie,Gotowe dania i potrawy,Gryz - kociewski deser,2015-08-24 00:00:00
pomorskie,"Oleje i tłuszcze (masło, margaryna itp.)",Szmalec kociewski ze skrzeczkami,2015-08-24 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Kaszubski chleb żytni ,2015-08-28 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka ze świętojonki (czerwonej porzeczki),2016-01-19 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka na miodzie lipowym,2017-03-03 00:00:00
pomorskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura z truskawek kaszubskich,2017-08-11 00:00:00
pomorskie,Wyroby piekarnicze i cukiernicze,Kapuśniaczki żuławskie,2017-10-11 00:00:00
pomorskie,Sery i inne produkty mleczne,Twaróg żuławski z Marzęcina,2018-01-23 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka z kwiatów bzu czarnego,2019-06-14 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Nalewka z truskawki kaszubskiej,2020-10-09 00:00:00
pomorskie,Napoje (alkoholowe i bezalkoholowe),Sok z truskawki kaszubskiej,2020-10-14 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby",Śledź mancowy po kaszubsku,2020-10-15 00:00:00
pomorskie,"Produkty rybołówstwa, w tym ryby ",Bretlingi kaszubskie,2021-05-11 00:00:00
śląskie,Gotowe dania i potrawy,Ciulim lelowski,2006-02-28 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Zozworki / Imbirki,2006-02-28 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb „Herbski”,2006-02-28 00:00:00
śląskie,Gotowe dania i potrawy,Porębskie prażonki,2006-03-13 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Ciastka ze szpyrek,2006-03-13 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Murzin wielkanocny,2006-03-13 00:00:00
śląskie,Sery i inne produkty mleczne,Ser klagany,2006-05-09 00:00:00
śląskie,Sery i inne produkty mleczne,Ser wołoski wędzony,2006-05-09 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Buchciki / buchciczki,2006-05-09 00:00:00
śląskie,Gotowe dania i potrawy,Garus / garusek / kwaśne,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Siemieniatka / siemieniotka / konopiotka,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Placki z blachy ze szpyrkami lub z wyrzoskami,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Poleśniki (poliźniki),2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Bachor,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Szałot śląski (sałatka śledziowa),2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Kluski białe śląskie,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Żur śląski,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Żebroczka,2006-08-21 00:00:00
śląskie,Miody,Miód z nektaru kwiatów jurajskich,2006-08-21 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Warzonka,2006-08-21 00:00:00
śląskie,"Produkty rybołówstwa, w tym ryby",Złotopotocki pstrąg z rusztu,2006-08-21 00:00:00
śląskie,"Produkty rybołówstwa, w tym ryby",Złotopotocki karp smażony,2006-08-21 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Kołocz weselny cieszyński,2006-08-21 00:00:00
śląskie,Gotowe dania i potrawy,Zacierka zagłębiowska,2006-08-22 00:00:00
śląskie,Gotowe dania i potrawy,Makówki / makiełki,2006-08-31 00:00:00
śląskie,Gotowe dania i potrawy,Prażuchy,2006-08-31 00:00:00
śląskie,Gotowe dania i potrawy,Kwaśnica,2006-08-31 00:00:00
śląskie,Gotowe dania i potrawy,Moczka / bryja,2006-08-31 00:00:00
śląskie,Gotowe dania i potrawy,„Modro kapusta”–sałatka z czerwonej kapusty,2006-08-31 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Miodula / miodunka / miodonka,2006-08-31 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Krepliki / kreple,2006-08-31 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Kołocz weselny śląski,2006-08-31 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Wiśnia sokowa nadwiślanka,2006-09-06 00:00:00
śląskie,Gotowe dania i potrawy,Rolada wołowa śląska,2006-09-12 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Szpajza cytrynowa (krem cytrynowy),2006-09-12 00:00:00
śląskie,Sery i inne produkty mleczne,Oscypek (oszczypek),2006-09-25 00:00:00
śląskie,Gotowe dania i potrawy,Żur z tłuczonymi kartoflami (ziemniakami),2006-09-28 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Żymlok śląski / zemlok / zemlouk / bułczanka,2007-01-12 00:00:00
śląskie,Gotowe dania i potrawy,Kubuś / kubusz,2007-02-07 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Siewierska gęś pieczona,2007-02-07 00:00:00
śląskie,Sery i inne produkty mleczne,Bryndza żywiecka,2007-02-07 00:00:00
śląskie,Gotowe dania i potrawy,Wodzionka / wodzianka,2007-02-15 00:00:00
śląskie,Sery i inne produkty mleczne,Bundz / grudka,2007-02-15 00:00:00
śląskie,Gotowe dania i potrawy,Polewka na maślance z ziemniakami,2007-03-26 00:00:00
śląskie,Gotowe dania i potrawy,Czernina / czarnina / szwarc,2007-03-26 00:00:00
śląskie,Gotowe dania i potrawy,Kapusta z grochem po częstochowsku,2007-03-26 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Bób / bober,2007-03-26 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Koszyki / koszyczki,2007-03-26 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Dołki – racuchy drożdżowe,2007-03-26 00:00:00
śląskie,Gotowe dania i potrawy,Śląska parzybroda / parzy-broda,2007-09-28 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Drobne ciasteczka cieszyńskie,2007-10-09 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Śląski piernik tradycyjny,2007-10-09 00:00:00
śląskie,Gotowe dania i potrawy,Wątróbki gęsie po siewiersku,2007-11-20 00:00:00
śląskie,Gotowe dania i potrawy,Żurek siewierski,2007-11-20 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Siewierska kaczka pieczona,2007-11-20 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Żołądki z gęsi po siewiersku,2007-11-20 00:00:00
śląskie,"Oleje i tłuszcze (masło, margaryna itp.)",Smalec gęsi z Siewierza,2007-11-20 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Borówka / brusznica siewierska,2007-11-20 00:00:00
śląskie,Gotowe dania i potrawy,Hekele / hekerle górnośląskie,2007-12-18 00:00:00
śląskie,Gotowe dania i potrawy,Babraczka cieszyńska,2007-12-18 00:00:00
śląskie,Gotowe dania i potrawy,Schab sztygarski,2007-12-18 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb zwykły sławkowski,2007-12-21 00:00:00
śląskie,Gotowe dania i potrawy,Karminadle / karbinadle / kardinadle,2008-01-17 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Tatarczówka,2008-01-17 00:00:00
śląskie,Gotowe dania i potrawy,"Wajecznica / smażylnica, czyli jajecznica po cieszyńsku",2008-02-01 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Nec / necówka – polędwica w otrzewnej,2008-02-01 00:00:00
śląskie,Sery i inne produkty mleczne,Żętyca,2008-02-01 00:00:00
śląskie,Gotowe dania i potrawy,Cieszyńska kiszona kapusta z zaprażką,2008-02-20 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Cieszyńska herbata z zielin,2008-02-20 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Śląskie pieczki,2008-02-20 00:00:00
śląskie,Sery i inne produkty mleczne,Bryndza wołoska wędzona,2008-03-05 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Brutfaniok / krupiczniok,2008-03-05 00:00:00
śląskie,Gotowe dania i potrawy,Jaskółcze gniazda,2008-03-26 00:00:00
śląskie,Gotowe dania i potrawy,Rosół z nudlami (rosół z makaronem),2008-03-26 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Cieszyńska herbata przeciw kaszlowi,2008-03-26 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Dynia w winie po cieszyńsku,2008-03-26 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb cebulowy z Tarnowskich Gór,2008-03-28 00:00:00
śląskie,Sery i inne produkty mleczne,Ser domowy – zależok,2008-04-25 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Żareckie obwarzanki odpustowe,2008-04-29 00:00:00
śląskie,Miody,Miód rzepakowy Ziemi Cieszyńskiej,2008-05-05 00:00:00
śląskie,Miody,Miód lipowo-spadziowy Ziemi Cieszyńskiej,2008-05-05 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Szynka wieprzowa parzona porębska,2008-08-06 00:00:00
śląskie,Gotowe dania i potrawy,Bigos śląski,2008-11-13 00:00:00
śląskie,Sery i inne produkty mleczne,Ser gazdowski – gołka,2008-11-13 00:00:00
śląskie,Gotowe dania i potrawy,Jurajski żur na grzybach,2008-12-08 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb tatarczuch,2008-12-08 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Jagnięcina beskidzka,2008-12-12 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Kaszanka pieczona szczekocińska,2008-12-12 00:00:00
śląskie,Sery i inne produkty mleczne,Redykołka,2008-12-12 00:00:00
śląskie,Gotowe dania i potrawy,Flaki po cieszyńsku (Pajszle),2009-01-15 00:00:00
śląskie,Gotowe dania i potrawy,Cieszyńska fasola / fazola / becok na sypko,2009-01-15 00:00:00
śląskie,Gotowe dania i potrawy,Rosół z gołębi (gołąbki w rosole) po śląsku,2009-01-15 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Cieszyńska kita wędzona,2009-01-20 00:00:00
śląskie,Sery i inne produkty mleczne,Śląska kiszka,2009-01-20 00:00:00
śląskie,Gotowe dania i potrawy,"Cieszyńskie sosy (moczki): krzónowy, grzybowy, cebulowy",2009-01-30 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Cieszyński szodon z wina,2009-01-30 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Cieszyńskie pieczoki,2009-02-16 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Strudel jabłkowy z Podbeskidzia,2009-02-16 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Szczekocińska kiełbasa siekana na słomie pieczona,2009-03-16 00:00:00
śląskie,Gotowe dania i potrawy,Garnuszek górniczy,2009-03-23 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Cieszyńska dynia,2009-05-14 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Pierniki żywieckie,2009-06-24 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Marmelada z dyni po cieszyńsku,2009-07-14 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb jurajski mieszany jasny,2009-07-14 00:00:00
śląskie,Gotowe dania i potrawy,Grochówka po częstochowsku,2010-05-17 00:00:00
śląskie,Gotowe dania i potrawy,Ciapkapusta,2010-05-17 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Cieszyńskie herbatniki ze skwarków,2010-05-17 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Śląskie oblaty,2010-05-17 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Cieszyńskie ciasto do zapiekania kiełbas,2010-05-17 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Śląskie kołaczyki wykwintne,2010-05-17 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Chleb kłobucki mieszany,2010-09-15 00:00:00
śląskie,Gotowe dania i potrawy,Chuda Jewa,2011-03-10 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Kwaki/brukiew/karpiel z Podbeskidzia,2011-03-10 00:00:00
śląskie,Inne produkty,Makaron z Rudnik,2011-03-28 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Śląski chrustek/chrust/faworki,2011-03-28 00:00:00
śląskie,Gotowe dania i potrawy,Gałuszki – kluski po cieszyńsku,2011-05-16 00:00:00
śląskie,Gotowe dania i potrawy,Schab w kapuście po beskidzku,2011-05-16 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Cieszyński chlebiczek owocowy wielkanocny,2011-05-16 00:00:00
śląskie,Gotowe dania i potrawy,Golonko po beskidzku,2011-06-02 00:00:00
śląskie,Gotowe dania i potrawy,Beskidzkie jelita,2011-06-02 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Beskidzkie szpyrki (wyrzoski),2011-06-02 00:00:00
śląskie,Gotowe dania i potrawy,Kluchy połom bite,2011-06-17 00:00:00
śląskie,Gotowe dania i potrawy,Kluski z tarcinami,2011-09-23 00:00:00
śląskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło krzepickie,2012-02-06 00:00:00
śląskie,Sery i inne produkty mleczne,Twaróg krzepicki,2012-07-27 00:00:00
śląskie,Gotowe dania i potrawy,Gruszki z mięsem,2012-09-21 00:00:00
śląskie,Mięso świeże oraz produkty mięsne,Kiełbasa Porębska,2012-09-21 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Napój z kwiatów czarnego bzu,2012-11-20 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłka żniwówki,2012-11-20 00:00:00
śląskie,"Produkty rybołówstwa, w tym ryby",Karp gołyski,2012-11-20 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Kopa ornontowicka,2012-12-21 00:00:00
śląskie,Gotowe dania i potrawy,Królik po śląsku,2013-06-12 00:00:00
śląskie,Gotowe dania i potrawy,Jajecznica po wilamowsku/ szusterpop/ mołfonküch,2013-07-29 00:00:00
śląskie,Gotowe dania i potrawy,Zupa ziemniaczana – ziemnioczonka po meszniańsku,2013-07-29 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Szplitry i szpliterki z Radzionkowa,2013-07-29 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Kluski z miodem,2013-07-29 00:00:00
śląskie,"Produkty rybołówstwa, w tym ryby",Bestwiński karp królewski,2014-06-17 00:00:00
śląskie,"Produkty rybołówstwa, w tym ryby",Pstrąg górski,2015-08-05 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Śliwka żniwka lipowska,2017-02-17 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Kompot ze śliwki żniwki,2017-02-17 00:00:00
śląskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Powidła ze śliwki żniwki,2017-02-17 00:00:00
śląskie,Miody,Miody z Ziemi Żywieckiej,2017-03-17 00:00:00
śląskie,Napoje (alkoholowe i bezalkoholowe),Piwo raciborskie,2017-05-08 00:00:00
śląskie,Miody,Miody z gminy Porąbka,2017-10-11 00:00:00
śląskie,Wyroby piekarnicze i cukiernicze,Kołocz/kołacz międzyrzecki,2018-04-19 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Syrop buraczany,2006-04-04 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Zalewajka świętokrzyska,2006-09-06 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Dzionie rakowskie,2007-02-15 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ser jabłeczny,2007-02-15 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitury z jarzębiny,2007-03-20 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Kasza jaglana gierczycka,2007-04-20 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Fasola korczyńska,2007-04-20 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Chleb bodzentyński,2007-04-20 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Placek spod kamienia,2007-04-20 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Chleb wiejski konecki,2007-04-20 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Piernik z żytniej mąki,2007-04-20 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Prazoki,2007-09-03 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Kugiel z Czermna,2007-09-03 00:00:00
świętokrzyskie,Miody,Fałkowski miód wielokwiatowy,2007-09-03 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Truskawka buska faworytka,2007-09-03 00:00:00
świętokrzyskie,Napoje (alkoholowe i bezalkoholowe),Kwas burakowy po wzdolsku,2008-03-25 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Czerkieska mąka orkiszowa,2008-03-25 00:00:00
świętokrzyskie,Miody,Świętokrzyski miód spadziowy,2008-10-30 00:00:00
świętokrzyskie,"Oleje i tłuszcze (masło, margaryna itp.)",Pińczowski olej z lnicy,2008-10-30 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Salceson kurozwęcki,2009-04-10 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Truskawka bielińska ,2009-04-10 00:00:00
świętokrzyskie,"Produkty rybołówstwa, w tym ryby",Karp z Rudy Malenieckiej,2009-04-10 00:00:00
świętokrzyskie,"Produkty rybołówstwa, w tym ryby",Karp małyszyński,2009-07-14 00:00:00
świętokrzyskie,"Produkty rybołówstwa, w tym ryby",Karp z Oksy,2009-11-17 00:00:00
świętokrzyskie,Inne produkty ,Farsz z kaszy gryczanej,2009-12-17 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Kiełbasa swojska wąchocka hycowana,2010-07-26 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Salceson ozorkowy wiejski,2010-07-26 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Chmielnicka gęś pieczona,2010-07-26 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Susz owocowy dębniacki,2010-07-26 00:00:00
świętokrzyskie,Sery i inne produkty mleczne,Jędrzejowski twarożek śmietankowy,2010-07-26 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Szynka sznurowana wąchocka,2010-08-02 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Polędwica tradycyjna z Wąchocka,2010-08-02 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Kiełbasa biała parzona z Wąchocka,2010-08-02 00:00:00
świętokrzyskie,Napoje (alkoholowe i bezalkoholowe),Sok z czarnej jagody z lipowskich lasów,2010-09-07 00:00:00
świętokrzyskie,"Produkty rybołówstwa, w tym ryby",Rytwiański karp,2010-09-07 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Wólecka chałka pleciona,2010-09-07 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Gryska z Bliżyna,2010-09-15 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Kiełbasa łosieńska,2010-10-08 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Polędwiczki świąteczne Prokopa,2010-10-08 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Salceson cwaniak z Łosienia,2010-10-08 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Słupiński siekaniec dworski,2011-01-21 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Fitka kazimierska,2011-01-21 00:00:00
świętokrzyskie,Napoje (alkoholowe i bezalkoholowe),Opatkowickie wino chlebowe,2011-01-21 00:00:00
świętokrzyskie,Napoje (alkoholowe i bezalkoholowe),Kamcia - moskorzewska nalewka miętowa,2011-01-21 00:00:00
świętokrzyskie,"Oleje i tłuszcze (masło, margaryna itp.)",Sandomierski olej rzepakowy,2011-01-21 00:00:00
świętokrzyskie,"Produkty rybołówstwa, w tym ryby",Karp z Wójczy,2011-01-21 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Kiełbasa radoszycka,2011-02-07 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Kiełbasa swojska z Kunowa,2011-02-07 00:00:00
świętokrzyskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłka sandomierskie,2011-02-07 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Krówka opatowska,2011-02-07 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Chleb iwański,2011-02-07 00:00:00
świętokrzyskie,Gotowe dania i potrawy,Rakowski ziemniak pieczony,2011-06-08 00:00:00
świętokrzyskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło jędrzejowskie,2011-06-08 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Szczodroki,2011-06-08 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Udziec dworski z Kunowa,2013-01-11 00:00:00
świętokrzyskie,Mięso świeże oraz produkty mięsne,Pasztetowa radoszycka,2013-01-11 00:00:00
świętokrzyskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło chmielnickie ,2013-01-11 00:00:00
świętokrzyskie,Wyroby piekarnicze i cukiernicze,Burocorz bogoryjski,2013-01-11 00:00:00
